Report file
Iteration 1
Training file ./10cv_FS/10cv_new_PLGA_FS_to_7_in_no1.txt
Test file ./10cv_FS/t-10cv_new_PLGA_FS_to_7_in_no1.txt
RMSE = 15.97631001551914
R2 = 0.6926024272909075
	predict	Q_perc	Fold_no
73	18.62722348562359	16.223	1
74	19.812252339449813	17.414	1
75	21.4221001700583	18.156	1
76	27.04062732542782	20.021	1

Iteration 2
Training file ./10cv_FS/10cv_new_PLGA_FS_to_7_in_no2.txt
Test file ./10cv_FS/t-10cv_new_PLGA_FS_to_7_in_no2.txt
RMSE = 16.949474872294715
R2 = 0.5741675313737116
	predict	Q_perc	Fold_no
77	32.84909297483185	29.308	2
78	40.17996304439524	32.422	2
79	43.4969806219838	33.045	2
80	45.23675500093171	33.668	2
81	50.770651432258575	37.093	2
82	52.46175268156597	37.093	2
83	60.876076138151376	37.405	2
84	60.876076138151376	37.716	2
85	63.36166358230778	39.896	2
86	64.18692824481198	40.83	2
87	69.3744984413884	43.945	2
88	69.3744984413884	49.55	2
89	72.45613951193312	53.91	2
90	74.97499501662472	59.516	2
91	76.62867001028874	62.318	2
92	77.06879724891999	65.121	2
93	78.3384014922581	71.038	2
94	78.50499269696095	71.661	2
95	78.50499269696095	71.349	2
96	80.15611824723103	71.661	2
97	80.15611824723103	72.284	2
98	80.37604007454732	73.529	2
99	80.37604007454732	74.152	2
100	80.37604007454732	77.578	2
101	80.37604007454732	78.512	2
102	80.5111489924989	79.135	2
103	80.5111489924989	79.446	2
104	81.69606334300855	79.446	2
105	81.69606334300855	79.446	2
106	8.010495567267327	24.56	2
107	10.83818099046269	28.916	2
108	11.98445973130086	30.337	2
109	13.150752048512487	31.308	2
110	17.01503566051045	37.238	2
111	2.928752118294625	0.0	2
112	28.112158173268227	29.412	2
113	32.37039236122885	36.029	2
114	38.782980197613625	42.279	2
115	41.87573319351444	45.588	2
116	49.304882943388776	48.897	2
117	55.71986949419673	54.044	2
118	59.29425711905654	57.353	2
119	62.41294070756206	64.338	2
120	68.142781409008	68.382	2
121	69.81742759751299	78.309	2
122	75.58984234141329	83.088	2
123	76.9059586744211	88.603	2
124	3.887517729347138	0.0	2
125	47.59126141997197	77.273	2
126	57.98604262204984	88.017	2
127	63.05064325923243	96.281	2
128	66.29824584121027	95.868	2
129	66.31531797027358	88.017	2
130	68.6839974564887	85.537	2
131	79.92031927829751	88.843	2
132	81.0858635199643	75.207	2
133	0.312222012823014	0.0	2
134	24.98812967309871	26.236	2
135	50.95466118822017	56.185	2
136	49.93626071656266	60.731	2
137	56.66000002766171	70.637	2
138	55.4827517760373	66.631	2
139	59.04575164294013	68.313	2
140	77.07860330915221	77.375	2
141	77.88573503172168	74.204	2
142	0.3300308767161652	0.0	2
143	41.80005559655049	2.972	2
144	39.83066441448548	4.437	2
145	40.04599400194505	11.424	2
146	38.67541024418691	29.456	2
147	38.38933044070521	39.958	2
148	40.00342547292033	54.979	2
149	42.32511700833359	75.022	2
150	43.54358615124741	85.021	2
151	45.88461916292229	94.519	2

Iteration 3
Training file ./10cv_FS/10cv_new_PLGA_FS_to_7_in_no3.txt
Test file ./10cv_FS/t-10cv_new_PLGA_FS_to_7_in_no3.txt
RMSE = 18.761603892127056
R2 = 0.4548811134578784
	predict	Q_perc	Fold_no
152	60.56396747105208	62.999	3
153	67.86428306535271	70.491	3
154	68.27053133774933	71.566	3
155	70.81350214410958	74.169	3
156	73.3498047698933	77.885	3
157	75.18317699774087	79.319	3
158	75.50064301832498	80.79	3
159	7.993665617000431	0.0	3
160	41.22679453719792	2.469	3
161	76.18728357781146	12.757	3
162	79.74330850545738	15.226	3
163	81.59372319285211	41.564	3
164	79.48619923442055	55.144	3
165	79.48619923442055	60.082	3
166	84.45718524236617	64.198	3
167	82.69619242478547	48.971	3
168	2.627433106344313	0.0	3
169	24.53021192554769	10.736	3
170	42.45978139344987	12.872	3
171	35.80573900420603	14.828	3
172	37.97273989398417	16.426	3
173	41.26735426862177	17.84	3
174	43.503354895901055	19.433	3
175	47.87601339821157	21.206	3
176	54.84165308442351	22.974	3
177	61.14424599222292	26.885	3
178	32.726242430549235	23.391	3
179	36.677190266590685	28.997	3
180	40.11895444993314	33.979	3
181	40.46105957780418	34.291	3
182	43.59405688386795	35.225	3
183	46.403936946805686	35.848	3
184	48.07209438834724	36.782	3
185	51.22289024111268	38.028	3
186	53.13542827036616	43.945	3
187	53.13542827036616	47.37	3
188	57.17758896764752	47.993	3
189	63.689574090805024	50.173	3
190	66.75803191032645	54.844	3
191	70.75561785888311	63.875	3
192	70.75561785888311	66.99	3
193	74.43382609825966	70.104	3
194	74.66783773344395	73.529	3
195	74.66783773344395	74.152	3
196	74.66783773344395	74.464	3
197	75.13847789544997	75.398	3
198	75.13847789544997	76.021	3
199	75.34587141130504	76.955	3
200	76.48213635389146	78.201	3
201	77.76880206171808	78.201	3
202	77.76880206171808	78.512	3
203	77.76880206171808	78.824	3
204	77.76880206171808	79.135	3
205	78.37302757803735	79.135	3
206	79.12320317332086	79.135	3
207	2.250985203351945	0.0	3
208	31.531147284474343	12.531	3
209	53.87079354193446	27.923	3
210	63.226896395947904	34.713	3
211	63.87561685596046	40.966	3
212	65.26614908133087	45.608	3
213	68.1353992075139	49.528	3
214	69.56680010263261	53.27	3
215	69.66892382506666	56.475	3
216	71.02794162933168	59.142	3
217	77.46610386673746	61.451	3
218	76.75614194576082	64.293	3
219	76.76747150723276	66.419	3
220	14.170978760387868	6.099	3
221	19.698882073205084	10.974	3
222	21.17160676016391	15.624	3
223	21.48698253561196	18.007	3
224	25.870572339784477	26.279	3

Iteration 4
Training file ./10cv_FS/10cv_new_PLGA_FS_to_7_in_no4.txt
Test file ./10cv_FS/t-10cv_new_PLGA_FS_to_7_in_no4.txt
RMSE = 13.664067651151043
R2 = 0.7845930753242225
	predict	Q_perc	Fold_no
225	58.49103070540154	62.999	4
226	68.3084391478988	70.49	4
227	67.54353215290034	71.942	4
228	70.00056306203628	74.168	4
229	72.11733838846708	78.264	4
230	72.5236994775551	78.942	4
231	73.13346050610566	80.413	4
232	0.3583917834403536	0.0	4
233	46.53145577689433	57.025	4
234	46.02671983396435	71.488	4
235	52.53928829381043	71.074	4
236	55.527479673044624	75.207	4
237	55.33436407079721	74.793	4
238	57.33443160285974	76.446	4
239	75.53503724863553	75.207	4
240	76.67835739930892	71.488	4
241	10.821096412146332	9.232	4
242	16.071205175721886	11.384	4
243	18.19199251221293	11.504	4
244	19.144801691414656	13.203	4
245	23.9919257911461	16.48	4
246	-0.3228669806776025	0.0	4
247	10.154872161576392	25.095	4
248	13.325126854011655	29.275	4
249	11.974352795870844	34.271	4
250	14.293905792998018	38.426	4
251	16.37167089549625	41.183	4
252	20.41717194882953	43.108	4
253	21.80599922990227	45.033	4
254	23.828080734478178	48.901	4
255	27.256543031202497	51.956	4
256	32.6909900302599	58.614	4
257	36.20978890681367	59.98	4
258	0.7657133892717383	0.0	4
259	10.0863146253469	9.126	4
260	20.299918997341635	12.235	4
261	23.12297892128849	13.667	4
262	29.70157424105132	14.89	4
263	31.68718735152656	16.734	4
264	35.42792569124872	18.791	4
265	36.43560845615143	20.638	4
266	37.41707724822486	25.801	4
267	41.27565137041533	30.14	4
268	44.87015453470672	35.098	4
269	34.179888958351555	36.159	4
270	35.833230013267936	49.55	4
271	38.54639303149456	53.599	4
272	42.242273772375526	55.467	4
273	45.22857821943039	56.401	4
274	48.536810072379055	57.024	4
275	53.35283664079184	60.45	4
276	54.355662735419216	65.121	4
277	56.016503311002495	69.17	4
278	56.016503311002495	72.284	4
279	60.001876346075775	76.644	4
280	60.94153443841064	79.758	4
281	66.83595321817124	81.938	4
282	69.86939940346205	83.806	4
283	72.03322209907496	85.052	4
284	77.00256586378241	86.92	4
285	79.39086038177633	90.035	4
286	79.60834884201908	90.346	4
287	79.60834884201908	91.28	4
288	80.8024087206068	91.28	4
289	82.134069371743	92.215	4
290	83.21267152182558	92.526	4
291	84.10618370655725	92.526	4
292	85.42915186170289	93.149	4
293	85.42915186170289	93.772	4
294	85.76010813448379	94.394	4
295	86.35569687817046	94.706	4
296	87.21549527976462	94.706	4
297	87.4231211457009	94.706	4

Iteration 5
Training file ./10cv_FS/10cv_new_PLGA_FS_to_7_in_no5.txt
Test file ./10cv_FS/t-10cv_new_PLGA_FS_to_7_in_no5.txt
RMSE = 19.94805626249347
R2 = 0.5463494343443656
	predict	Q_perc	Fold_no
298	0.0782712396323859	0.0	5
299	10.1034595739186	41.564	5
300	26.43212103062274	60.082	5
301	30.83316772394778	60.082	5
302	48.68115145816432	56.379	5
303	51.84304374932276	61.728	5
304	53.02506680889951	64.198	5
305	68.43207357973756	72.428	5
306	66.43856261820497	72.84	5
307	14.183207478010672	16.38	5
308	15.755902375662345	17.569	5
309	18.5785355340779	19.211	5
310	18.16704837766906	20.403	5
311	21.239623488611187	24.065	5
312	-1.024783311775309	0.0	5
313	43.77661186606588	59.434	5
314	47.21986691058578	90.612	5
315	45.78983181678655	90.648	5
316	46.57613972677814	97.686	5
317	46.539664243450034	88.762	5
318	47.72168730302678	90.033	5
319	68.844449737677	88.851	5
320	69.9610585659832	81.991	5
321	4.961371384197491	0.0	5
322	35.00247665458323	46.667	5
323	52.309506902107614	69.63	5
324	65.09050181541556	84.074	5
325	75.18174248408491	89.259	5
326	77.82803588580305	92.222	5
327	78.63370639305526	93.231	5
328	85.64288223009521	94.154	5
329	85.64288223009521	95.077	5
330	85.84646165590698	95.538	5
331	83.831053296439	95.538	5
332	84.09390720944816	96.462	5
333	83.82331483285839	98.769	5
334	83.82331483285839	99.692	5
335	83.82331483285839	99.692	5
336	79.95841029622557	100.0	5
337	80.00790475877898	100.0	5
338	80.37008973407524	100.0	5
339	9.364909458541888	0.0	5
340	43.02608234212698	17.231	5
341	58.49571696259977	32.0	5
342	62.82177284323575	43.077	5
343	64.0192226465881	45.538	5
344	64.14397707545163	53.538	5
345	61.58772762828471	56.615	5
346	61.26621304788591	59.692	5
347	64.2160896133721	65.846	5
348	69.85735928230883	69.538	5
349	71.79149666392209	73.846	5
350	73.90036445447208	79.385	5
351	74.96073701568844	81.846	5
352	80.31583290138246	83.692	5
353	80.33858344667556	84.923	5
354	81.20173882284166	86.769	5
355	85.22946792432072	88.0	5
356	16.63395218933897	35.119	5
357	19.25640270496683	37.139	5
358	26.402571316910556	39.406	5
359	31.32966568889992	40.903	5
360	36.70606672587769	43.151	5
361	45.1400480646264	46.166	5
362	63.00133290920371	49.938	5
363	68.53870741125161	55.732	5
364	72.26681699614005	64.557	5
365	72.66597130159812	72.626	5
366	72.66597130159812	80.927	5
367	72.66597130159812	83.183	5
368	-0.2781448065213681	0.0	5
369	26.469465360147524	85.086	5
370	34.280319104073214	91.323	5
371	68.32816258665139	93.969	5
372	76.11593083302455	95.342	5

Iteration 6
Training file ./10cv_FS/10cv_new_PLGA_FS_to_7_in_no6.txt
Test file ./10cv_FS/t-10cv_new_PLGA_FS_to_7_in_no6.txt
RMSE = 9.44156482302531
R2 = 0.9057173706816061
	predict	Q_perc	Fold_no
373	-2.619023516699187	0.0	6
374	8.346921114558839	6.844	6
375	10.60788631795954	10.782	6
376	12.303121201536172	12.629	6
377	16.26779685433071	13.23	6
378	17.01804470703287	15.074	6
379	18.992628129798007	16.716	6
380	21.212073835211825	17.941	6
381	22.20690086357577	20.199	6
382	28.86524422619773	23.916	6
383	33.86305159855915	27.422	6
384	15.051016509375089	1.325	6
385	19.745564355357104	1.84	6
386	21.18313286437701	2.357	6
387	21.26596493269831	3.099	6
388	24.373331234923583	4.515	6
389	1.253550079144091	0.0	6
390	22.66833998305306	15.052	6
391	44.65981031251654	27.448	6
392	43.55427835085944	30.104	6
393	46.72656968976885	33.645	6
394	54.037449309095294	32.76	6
395	58.14996132855818	44.27	6
396	60.22032461776912	57.551	6
397	69.54394345819533	64.634	6
398	74.0231656329292	71.718	6
399	76.43339662715375	77.03	6
400	80.02739260062158	83.228	6
401	85.8507914887327	85.884	6
402	86.15098897456706	88.54	6
403	86.15098897456706	91.197	6
404	86.22892762064517	96.509	6
405	86.09577215551913	100.051	6
406	87.9973886394459	93.853	6
407	-1.51126762064591	0.0	6
408	25.905721074627262	30.82	6
409	26.197112296433676	31.803	6
410	30.393759761662707	33.115	6
411	31.75175806573175	38.689	6
412	34.736065022373126	39.672	6
413	36.73263472663753	42.295	6
414	36.73263472663753	43.607	6
415	38.04019955145709	43.934	6
416	9.277973748585694	13.97	6
417	12.427332293084376	15.668	6
418	15.31791443641346	16.24	6
419	15.888610059354008	17.489	6
420	19.52958572669236	19.414	6
421	-0.9110534791084746	0.0	6
422	40.68150396233473	39.669	6
423	64.20154472867075	59.917	6
424	66.68098938332919	57.438	6
425	74.42068330427215	57.851	6
426	72.39467402077794	52.893	6
427	72.03127997085035	52.479	6
428	81.80378697296187	76.446	6
429	81.73488125247464	83.058	6
430	0.7161120497207349	0.0	6
431	11.35262235319756	6.986	6
432	11.679032582515404	8.219	6
433	18.05905802893035	14.384	6
434	36.09548571957789	28.356	6
435	40.99089570595466	34.521	6
436	56.25167688606821	37.397	6
437	60.75574596175507	48.082	6
438	67.47897367361516	53.014	6
439	75.73540605507374	62.466	6
440	83.43738634787083	67.397	6
441	85.93622083305895	71.918	6
442	88.7111870171088	79.726	6
443	94.94688387304129	88.767	6
444	98.20770165692598	92.466	6
445	98.95485070343643	94.521	6
446	98.95485070343643	99.863	6

Iteration 7
Training file ./10cv_FS/10cv_new_PLGA_FS_to_7_in_no7.txt
Test file ./10cv_FS/t-10cv_new_PLGA_FS_to_7_in_no7.txt
RMSE = 11.618788149760263
R2 = 0.8569414608389755
	predict	Q_perc	Fold_no
447	10.861376343538032	13.57	7
448	13.464209254317431	20.03	7
449	15.155434229363202	26.716	7
450	17.754476427052616	29.782	7
451	22.86952760065764	38.732	7
452	12.152901828532087	8.814	7
453	13.789136694230583	15.729	7
454	15.480361669276355	23.546	7
455	15.761582444373964	26.838	7
456	20.36807374651402	38.732	7
457	-1.077397417208665	0.0	7
458	17.599137401567752	5.342	7
459	8.900150779994185	6.986	7
460	16.54542854277974	16.027	7
461	29.800997875990326	28.356	7
462	33.606920536675936	32.877	7
463	34.33922486805681	40.274	7
464	41.826893833068645	60.411	7
465	50.31159549446169	66.164	7
466	52.14059055929396	70.274	7
467	62.153250785147286	78.082	7
468	72.32333804627274	81.37	7
469	74.61278767844055	85.479	7
470	78.75818650571023	88.767	7
471	86.50751369034265	96.575	7
472	89.71832719917734	100.0	7
473	92.26336123708028	100.0	7
474	98.02252477693696	100.0	7
475	-1.9731597117395336	0.0	7
476	35.96733969579076	25.246	7
477	36.502930058525855	27.541	7
478	42.50141868590003	27.869	7
479	42.83726092277652	32.131	7
480	44.35336191801911	36.393	7
481	47.09052192612875	38.689	7
482	46.23813017650832	39.672	7
483	46.23813017650832	40.656	7
484	-0.9573548722153262	0.0	7
485	13.59737822952888	4.755	7
486	15.12201517801008	6.152	7
487	18.76901836860201	7.247	7
488	22.169373985652093	8.621	7
489	24.652962289091413	11.388	7
490	25.60534961455709	14.16	7
491	26.061580539953177	16.652	7
492	29.823224903356497	23.897	7
493	30.75005652875847	28.085	7
494	37.58909248308486	34.208	7
495	42.822488907065456	36.7	7
496	-0.7112575077524141	0.0	7
497	28.45049814441449	8.203	7
498	60.17699610888234	31.593	7
499	64.0524777376952	35.729	7
500	65.14258914654351	37.851	7
501	64.9091645360852	35.073	7
502	65.8678088600675	40.034	7
503	79.72651964266993	80.243	7
504	77.11019060042895	78.712	7
505	1.0654611327438417	0.0	7
506	17.284133222313578	11.096	7
507	21.75412662176972	18.082	7
508	30.45262784546798	20.137	7
509	36.64807666472483	26.301	7
510	35.61917400040988	30.822	7
511	43.92293027469281	41.507	7
512	48.837850574938095	46.027	7
513	52.42270167504761	58.767	7
514	61.086901703452206	68.63	7
515	72.14058933367346	78.493	7
516	74.43003896584128	83.425	7
517	83.86548308615897	93.288	7
518	86.85396343942125	99.452	7
519	89.62133063289662	99.452	7
520	94.26960780757804	99.452	7

Iteration 8
Training file ./10cv_FS/10cv_new_PLGA_FS_to_7_in_no8.txt
Test file ./10cv_FS/t-10cv_new_PLGA_FS_to_7_in_no8.txt
RMSE = 20.45747566848933
R2 = 0.5520595261292861
	predict	Q_perc	Fold_no
521	4.413656586920702	0.0	8
522	35.71994081828729	21.074	8
523	71.17397080422364	37.603	8
524	79.2773816409985	36.777	8
525	81.79703683000974	40.083	8
526	82.00908252098583	35.537	8
527	84.494831832731	37.603	8
528	89.26746046044849	63.223	8
529	86.65004059872575	74.793	8
530	18.190238745557004	18.394	8
531	32.76852779430323	18.394	8
532	36.56064828080111	22.073	8
533	39.1014446249696	25.752	8
534	42.54504372100332	33.109	8
535	51.68627507567857	36.788	8
536	55.14330860555624	40.467	8
537	63.78676728953128	47.824	8
538	63.41366972043165	55.182	8
539	66.90812313710325	58.861	8
540	70.15486981128328	62.539	8
541	71.00709267114274	66.218	8
542	73.49425356243722	66.218	8
543	74.85636867736451	66.218	8
544	75.49973409776561	66.218	8
545	77.81305017475955	66.218	8
546	16.339595701685035	10.092	8
547	28.83230938403853	15.138	8
548	46.85889357342371	20.183	8
549	53.37282199054011	29.358	8
550	63.596828900882834	46.789	8
551	3.54765377533608	0.0	8
552	20.47924185884171	22.046	8
553	21.046590797277027	41.216	8
554	30.277517394767933	57.031	8
555	32.02641057004207	63.741	8
556	32.25473314025425	68.533	8
557	43.56497731539407	77.639	8
558	56.53717025138889	80.994	8
559	59.66102847971474	86.745	8
560	69.52772975948159	89.621	8
561	74.32785174450822	92.017	8
562	83.98543288153581	93.455	8
563	87.66140965712242	98.247	8
564	88.51363251698189	100.164	8
565	90.4372318942564	100.164	8
566	93.01599376988582	100.644	8
567	94.62985322219303	100.644	8
568	93.9221626852172	100.164	8
569	5.981848571589076	0.0	8
570	32.503379505267226	18.174	8
571	41.18435075893053	28.926	8
572	52.63792616142877	32.098	8
573	52.81049250452765	33.149	8
574	53.204502921691024	33.442	8
575	53.56169212996014	34.492	8
576	54.73918928219923	34.927	8
577	55.50287995734238	38.695	8
578	55.34533351161503	42.917	8
579	56.978111738944285	47.745	8
580	56.978111738944285	53.937	8
581	5.803096039360248	0.0	8
582	38.70458568087765	66.379	8
583	44.87249768353053	66.81	8
584	54.00084407082745	67.241	8
585	53.10668010557988	78.448	8
586	55.53891437794068	93.534	8
587	62.72097384477952	98.707	8
588	69.73178866426446	100.0	8
589	76.83652785154976	100.0	8
590	19.021386699890577	4.261	8
591	17.866795275965565	7.487	8
592	20.93956354553797	9.357	8
593	21.493852983717662	10.779	8
594	26.72220326543306	13.554	8

Iteration 9
Training file ./10cv_FS/10cv_new_PLGA_FS_to_7_in_no9.txt
Test file ./10cv_FS/t-10cv_new_PLGA_FS_to_7_in_no9.txt
RMSE = 15.447373448021072
R2 = 0.803401245926499
	predict	Q_perc	Fold_no
595	61.35751259033025	59.603	9
596	70.7516046835521	60.678	9
597	74.94782141209038	64.772	9
598	75.53951019406708	66.243	9
599	77.40148395657928	69.961	9
600	78.83978551425429	70.64	9
601	80.05385021664591	72.488	9
602	6.213770749135101	0.0	9
603	49.22103513227233	41.481	9
604	62.70212853894957	64.444	9
605	70.55505197969654	77.037	9
606	83.2181466902552	94.444	9
607	87.07090414417365	96.667	9
608	90.50434962575711	97.385	9
609	91.24265579049865	98.769	9
610	95.1982178442126	99.231	9
611	95.56685310378128	99.692	9
612	97.05569052472168	99.692	9
613	97.14375507607514	99.692	9
614	96.9853664295228	99.692	9
615	96.9853664295228	99.692	9
616	95.4557272636743	99.692	9
617	88.25441889031248	100.0	9
618	86.2363267087789	100.0	9
619	84.20683777457492	100.0	9
620	12.17738893357494	2.456	9
621	16.02342814495244	5.003	9
622	18.88228162084163	6.427	9
623	21.547513205412933	7.849	9
624	24.642565600428888	11.3	9
625	-0.7000023938304096	0.0	9
626	21.097782836150536	19.259	9
627	26.793085844110852	23.704	9
628	32.92988914329947	30.741	9
629	38.54758511562289	38.148	9
630	46.24399143163503	45.926	9
631	50.58933297995866	57.778	9
632	52.22001331750692	61.111	9
633	54.011782553833136	65.926	9
634	64.60075726811232	71.111	9
635	73.44226871136965	78.148	9
636	81.44724395204724	86.667	9
637	87.2861642309876	92.222	9
638	-1.3226519845480382	0.0	9
639	32.45518236103856	87.243	9
640	43.848827150738025	87.654	9
641	43.785788628127584	96.296	9
642	56.22022472330757	93.004	9
643	53.06165518806704	83.951	9
644	58.38920335294136	87.243	9
645	71.77369775026494	88.889	9
646	66.49785431250388	81.07	9
647	-4.33924400169014	0.0	9
648	13.150659276958711	10.075	9
649	14.036944581981906	11.472	9
650	19.37960332687401	13.128	9
651	22.00310051496529	16.18	9
652	26.685592070775265	18.108	9
653	28.611762247485267	19.76	9
654	30.39597364279364	20.853	9
655	38.81089525923056	23.617	9
656	38.89259363684726	26.405	9
657	42.70482071043846	35.888	9
658	45.936037278938265	38.66	9
659	6.190054104751134	0.0	9
660	27.73851247233727	14.35	9
661	56.91690538552978	41.021	9
662	67.33845592368783	41.877	9
663	69.73683921070227	48.507	9
664	72.1457753778381	48.189	9
665	73.65738797569105	54.378	9
666	86.60473363249952	88.03	9
667	84.15160280987078	84.86	9

Iteration 10
Training file ./10cv_FS/10cv_new_PLGA_FS_to_7_in_no10.txt
Test file ./10cv_FS/t-10cv_new_PLGA_FS_to_7_in_no10.txt
RMSE = 11.68831600815921
R2 = 0.8580811498227279
	predict	Q_perc	Fold_no
668	5.307684638237028	0.0	10
669	31.51432736281064	45.185	10
670	60.63567426863816	68.889	10
671	70.07100138131287	78.519	10
672	84.62772261786964	95.556	10
673	85.52763126481082	96.667	10
674	88.69591309839385	97.385	10
675	91.93811184877056	98.769	10
676	92.4314513761689	99.231	10
677	92.61626744979516	99.692	10
678	92.8606075119366	99.692	10
679	92.9055353772034	99.692	10
680	93.53474369609252	99.692	10
681	93.53474369609252	99.692	10
682	93.81347279214756	99.692	10
683	93.759172976124	100.0	10
684	93.51044782820614	100.0	10
685	93.54511868033084	100.0	10
686	17.103778897426004	28.511	10
687	43.342086887559766	45.106	10
688	51.19638611247289	78.298	10
689	66.46396716182576	89.787	10
690	69.35027874690937	85.957	10
691	-0.2050702803629391	0.0	10
692	21.45912913895669	17.407	10
693	31.00331139575216	21.481	10
694	34.91486149291965	27.778	10
695	39.5395645062578	34.074	10
696	46.72409146010401	43.704	10
697	49.1688098955107	55.556	10
698	58.21933522179248	58.889	10
699	69.43004363320293	71.481	10
700	74.28305471978607	77.037	10
701	84.39505347713353	84.815	10
702	87.24672892421009	90.0	10
703	12.041647618801711	10.135	10
704	16.39945589854839	12.735	10
705	18.235326108629728	13.985	10
706	20.2543240574793	14.782	10
707	22.661248864014546	17.835	10
708	0.5002141661149508	0.0	10
709	26.01487018772392	21.639	10
710	24.3174486332479	25.902	10
711	27.734391322815704	29.18	10
712	38.21692029152988	35.082	10
713	38.10132220898746	41.639	10
714	41.178020229088055	49.18	10
715	42.52643295609384	50.164	10
716	44.72071058535008	51.475	10
717	1.5989206737046189	0.0	10
718	54.04603015316176	56.667	10
719	59.36831044928628	57.407	10
720	63.54499651642042	57.407	10
721	65.81049131286787	57.778	10
722	70.53273204771327	60.37	10
723	70.13157144991206	62.963	10
724	71.58797183690118	65.556	10
725	74.04680316207455	67.778	10
726	75.9189116420363	68.148	10
727	79.91051510266485	69.63	10
728	87.2320515672815	74.074	10
729	89.34664023957671	77.037	10
730	-2.7300358762243704	0.0	10
731	16.76773467536774	14.76	10
732	47.52849053183096	37.333	10
733	55.31495944840359	41.058	10
734	53.06066766950759	50.555	10
735	53.42686758946153	46.96	10
736	56.240974787729705	55.606	10
737	73.22888399112495	90.489	10
738	74.46582570682736	87.729	10
739	14.555646726561156	16.055	10
740	13.718780466986267	34.862	10
741	21.22362463332471	38.532	10
742	24.341890858418687	56.881	10
743	29.92750833566757	66.055	10
744	34.20914062868329	82.569	10

Average RMSE = 	15.39530307910406
----------------------
Average R2 = 0.702879433519018
----------------------

----------------------
Overall data
----------------------
Overall RMSE = 15.795020921359393
Overall R2 = 0.7355467381082044
------------------------
	predict	Q_perc	Fold_no
0	13.751085245524637	2.294	1
1	22.24860838382422	5.046	1
2	30.58917927920386	10.55	1
3	32.115927245389074	11.009	1
4	39.77725140742525	12.844	1
5	39.8529415396127	17.431	1
6	2.412079915412804	0.0	1
7	45.31524582021787	63.404	1
8	48.881282385447165	78.723	1
9	44.950854068164816	75.745	1
10	29.85175661557271	53.91	1
11	32.13435409963979	58.27	1
12	41.018132397447815	63.875	1
13	39.68680312392219	66.367	1
14	41.67880048370837	68.235	1
15	42.67520136992364	69.481	1
16	46.378420396250775	70.415	1
17	47.47486722703009	71.349	1
18	52.27946624393492	72.595	1
19	53.17181685800581	73.529	1
20	59.28004034283488	74.464	1
21	59.93701823475688	76.021	1
22	63.755060185221126	77.578	1
23	68.52612696262925	78.201	1
24	68.74425820681184	79.135	1
25	69.5422969018194	80.069	1
26	74.04383349466055	81.003	1
27	74.18293391867458	81.315	1
28	74.21117192461072	81.315	1
29	75.87615439250051	81.938	1
30	76.97595924838363	81.938	1
